classification,match_kind,oem_name,recovered_names,oem_instructions,recovered_instructions,instruction_ratio,instruction_delta,oem_bytes,recovered_bytes,oem_branches,recovered_branches,oem_calls,recovered_calls,oem_returns,recovered_returns,oem_relocations,recovered_relocations,missing_replacement_targets
expanded,exact_name,apical_isp_day_or_night_s_ctrl_internal,apical_isp_day_or_night_s_ctrl_internal,1759,4723,2.685048,2964,7036,18892,18,18,228,231,1,1,28,504,
expanded,exact_name,awb_calc_avg_weighted_gr_gb_mesh,awb_calc_avg_weighted_gr_gb_mesh,1353,3207,2.370288,1854,5412,12828,140,138,104,99,1,1,90,246,
expanded,exact_name,apical_command,apical_command,1300,3119,2.399231,1819,5200,12476,152,409,1,131,1,1,274,262,
expanded,replacement,isp_core_ops_ioctl,"isp_core_frame_channel_crop_capture,isp_core_frame_channel_enum_fmt,isp_core_frame_channel_queue_buffer,isp_core_frame_channel_scaler_capture,isp_core_frame_channel_set_crop,isp_core_frame_channel_set_fmt,isp_core_frame_channel_set_scaler,isp_core_frame_channel_streamoff,isp_core_frame_channel_streamon,isp_core_frame_channel_try_fmt,isp_core_ops_ioctl,isp_core_ops_private_ioctl,isp_core_set_clk",930,2458,2.643011,1528,3720,9844,128,181,64,85,1,13,109,196,
expanded,exact_name,isp_info_show,isp_info_show,791,1762,2.227560,971,3164,7048,10,24,142,142,1,1,186,476,
expanded,exact_name,apical_custom_initialization,apical_custom_initialization,592,1533,2.589527,941,2368,6132,9,9,125,128,1,1,66,362,
expanded,exact_name,isp_core_interrupt_service_routine,isp_core_interrupt_service_routine,512,1225,2.392578,713,2048,4900,54,108,47,48,1,1,46,152,
expanded,exact_name,matrix_yuv_coefft_write_to_hardware,matrix_yuv_coefft_write_to_hardware,466,1215,2.607296,749,1864,4860,16,12,119,132,0,1,8,264,
expanded,replacement,video_in_core_ops_ioctl,"subdev_core_ops_enum_input,subdev_core_ops_get_input,subdev_core_ops_register_sensor,subdev_core_ops_release_all_sensor,subdev_core_ops_release_sensor,subdev_core_ops_set_input,subdev_core_ops_streamoff,subdev_core_ops_streamon,video_in_core_ops_ioctl",423,1868,4.416076,1445,1692,7480,73,178,22,68,1,10,64,188,
expanded,exact_name,sharpening_update,sharpening_update,404,846,2.094059,442,1616,3384,35,54,35,36,0,1,34,74,
expanded,exact_name,cmos_fsm_process_interrupt,cmos_fsm_process_interrupt,366,769,2.101093,403,1464,3076,20,49,41,43,1,1,40,124,
expanded,exact_name,sensor_load_binary_sequence,sensor_load_binary_sequence,304,644,2.118421,340,1216,2576,34,34,8,10,1,1,15,20,
expanded,exact_name,ae_calculate_target,ae_calculate_target,297,634,2.134680,337,1188,2536,19,12,18,11,1,1,24,32,
expanded,exact_name,apical_isp_init,apical_isp_init,281,568,2.021352,287,1124,2272,1,1,42,63,0,1,86,166,
expanded,exact_name,scene_mode,scene_mode,257,564,2.194553,307,1028,2256,20,64,21,14,2,1,21,68,
expanded,exact_name,apical_cmd_process,apical_cmd_process,255,653,2.560784,398,1020,2612,17,41,31,58,1,1,80,116,
expanded,replacement,isp_core_frame_channel_streamoff.isra.0,isp_core_frame_channel_streamoff,232,540,2.327586,308,928,2160,26,36,16,20,1,1,23,40,
expanded,exact_name,subdev_core_ops_set_input,subdev_core_ops_set_input,209,549,2.626794,340,836,2196,41,58,12,22,1,1,21,58,
expanded,exact_name,cmos_inttime_update,cmos_inttime_update,204,471,2.308824,267,816,1884,20,48,11,13,0,1,29,42,
expanded,exact_name,tx_isp_frame_channel_device_register,tx_isp_frame_channel_device_register,193,416,2.155440,223,772,1688,15,20,14,14,1,1,59,60,
expanded,exact_name,color_matrix_write,color_matrix_write,188,456,2.425532,268,752,1824,3,2,45,46,0,1,5,92,
expanded,exact_name,apical_isp_process_events,apical_isp_process_events,177,486,2.745763,309,708,1944,6,44,17,32,1,1,35,128,
expanded,exact_name,register_tx_isp_csi_device,register_tx_isp_csi_device,174,358,2.057471,184,696,1432,13,20,17,20,1,1,63,68,
expanded,exact_name,frame_channel_vidioc_default,frame_channel_vidioc_default,165,349,2.115152,184,660,1396,30,39,8,8,1,1,16,16,
expanded,replacement,awb_roi.part.2,awb_roi_part_2,164,342,2.085366,178,656,1368,14,17,5,8,1,1,6,16,
expanded,exact_name,awb_init,awb_init,162,386,2.382716,224,648,1544,7,14,22,22,1,1,6,48,
expanded,exact_name,dump_vic_reg,dump_vic_reg,160,432,2.700000,272,640,1728,1,0,24,25,0,1,51,100,
expanded,exact_name,tx_isp_vic_start,tx_isp_vic_start,156,420,2.692308,264,624,1680,22,45,1,2,2,1,10,12,
expanded,exact_name,system_program_interrupt_event,system_program_interrupt_event,155,492,3.174194,337,620,1980,18,46,16,32,1,1,6,64,
expanded,replacement,apical_isp_af_hist_s_attr.isra.0,apical_isp_af_hist_s_attr,155,332,2.141935,177,620,1328,1,1,28,28,1,1,10,58,
expanded,exact_name,apical_sbus_write_data,apical_sbus_write_data,153,423,2.764706,270,612,1692,22,30,6,8,1,1,16,20,
expanded,exact_name,color_matrix_change_CCMs,color_matrix_change_CCMs,146,293,2.006849,147,584,1172,10,16,7,8,1,1,12,16,
expanded,exact_name,ae_calculate_exposure,ae_calculate_exposure,145,341,2.351724,196,580,1364,10,17,8,9,0,1,20,26,
expanded,replacement,apical_program_interrupt_event.part.0,apical_program_interrupt_event_part_0,145,328,2.262069,183,580,1312,18,50,16,2,1,1,6,4,
expanded,exact_name,apical_api_calibration,apical_api_calibration,143,327,2.286713,184,572,1308,28,42,6,14,1,1,17,28,
expanded,exact_name,image_tuning_v4l2_open,image_tuning_v4l2_open,143,290,2.027972,147,572,1160,10,11,16,16,1,1,28,51,
expanded,exact_name,general_set_wdr_mode,general_set_wdr_mode,133,285,2.142857,152,532,1140,9,8,15,23,0,1,32,80,
expanded,exact_name,apical_isp_process_interrupt,apical_isp_process_interrupt,129,440,3.410853,311,516,1760,9,24,7,11,1,1,16,58,
expanded,exact_name,matrix_compute_hue_saturation,matrix_compute_hue_saturation,128,289,2.257812,161,512,1156,17,18,3,3,1,1,8,12,
expanded,exact_name,image_resize_enable,image_resize_enable,127,386,3.039370,259,508,1544,37,60,1,10,1,1,10,20,
expanded,exact_name,get_gmv_gauss_method_fast_v3,get_gmv_gauss_method_fast_v3,126,261,2.071429,135,504,1044,13,19,2,3,1,1,3,6,
expanded,replacement,sinfo_show,tx_isp_sinfo_show,124,859,6.927419,735,496,3436,28,121,3,48,1,1,31,162,
expanded,exact_name,antifog_set_preset,antifog_set_preset,122,245,2.008197,123,488,980,14,12,12,12,1,1,18,24,
expanded,exact_name,spi_io_write_sample,spi_io_write_sample,117,292,2.495726,175,468,1168,18,29,4,5,1,1,10,10,
expanded,exact_name,cmos_move_exposure_history,cmos_move_exposure_history,112,249,2.223214,137,448,996,10,14,6,6,1,1,10,12,
expanded,exact_name,tx_isp_sinfo_sensor_bind,tx_isp_sinfo_sensor_bind,110,265,2.409091,155,440,1060,14,25,3,8,2,1,12,46,
expanded,exact_name,apply_dvi_sync_param,apply_dvi_sync_param,110,255,2.318182,145,440,1020,1,0,19,20,0,1,4,80,
expanded,exact_name,frame_channel_v4l2_open,frame_channel_v4l2_open,110,241,2.190909,131,440,964,11,13,10,11,1,1,16,18,
expanded,exact_name,apply_dvi_fpga_sync_param,apply_dvi_fpga_sync_param,109,240,2.201835,131,436,960,1,0,19,20,0,1,4,40,
expanded,exact_name,apical_sbus_read_u32,apical_sbus_read_u32,107,232,2.168224,125,428,928,17,22,3,4,1,1,2,8,
expanded,exact_name,sensor_write_data,sensor_write_data,106,212,2.000000,106,424,848,9,12,4,4,1,1,8,8,
expanded,exact_name,flash_initialize,flash_initialize,101,321,3.178218,220,404,1284,1,0,31,32,0,1,4,68,
expanded,exact_name,dump_csi_reg,dump_csi_reg,100,266,2.660000,166,400,1064,1,0,14,15,0,1,32,60,
expanded,exact_name,_update_fr,_update_fr,99,226,2.282828,127,396,904,5,9,10,10,1,1,6,20,
expanded,exact_name,dis_update_bg_map,dis_update_bg_map,99,226,2.282828,127,396,904,8,16,1,1,1,1,2,2,
expanded,exact_name,apical_sbus_write_u16,apical_sbus_write_u16,98,202,2.061224,104,392,808,14,17,1,4,1,1,2,8,
expanded,exact_name,iir_filter_v4,iir_filter_v4,95,209,2.200000,114,380,836,0,4,4,4,1,1,20,18,
expanded,exact_name,get_gmv_gauss_method_fast_v2,get_gmv_gauss_method_fast_v2,91,191,2.098901,100,364,764,11,13,0,0,1,1,0,0,
expanded,exact_name,isp_system_state,isp_system_state,89,254,2.853933,165,356,1016,16,23,6,12,3,1,9,36,
expanded,exact_name,frame_channel_video_irq_notify,frame_channel_video_irq_notify,88,192,2.181818,104,352,768,8,10,6,7,1,1,12,14,
expanded,exact_name,frame_channel_vb2_buffer_prepare,frame_channel_vb2_buffer_prepare,87,260,2.988506,173,348,1040,11,24,5,7,1,1,22,24,
expanded,exact_name,awb_process_light_source,awb_process_light_source,87,241,2.770115,154,348,964,12,19,1,1,1,1,2,2,
expanded,exact_name,calc_scaled_modulation_u16,calc_scaled_modulation_u16,87,209,2.402299,122,348,836,13,17,0,0,1,1,0,0,
expanded,exact_name,ae_exposure,ae_exposure,86,295,3.430233,209,344,1180,11,19,4,4,1,1,14,16,
expanded,exact_name,register_value,register_value,86,195,2.267442,109,344,780,22,24,2,6,1,1,12,12,
expanded,exact_name,ae_calculate_exposure_ratio,ae_calculate_exposure_ratio,83,199,2.397590,116,332,796,7,9,2,2,1,1,7,12,
expanded,exact_name,AWB_fsm_switch_state,AWB_fsm_switch_state,82,178,2.170732,96,328,712,21,31,2,12,1,1,24,24,
expanded,exact_name,frame_channel_vb2_alloc,frame_channel_vb2_alloc,81,165,2.037037,84,324,660,6,7,6,7,1,1,10,16,
expanded,exact_name,frame_channel_vidioc_s_fmt_vid_cap,frame_channel_vidioc_s_fmt_vid_cap,80,248,3.100000,168,320,992,8,25,6,7,1,1,14,16,
expanded,exact_name,tx_isp_media_pipeline_init,tx_isp_media_pipeline_init,79,200,2.531646,121,316,800,14,24,3,7,1,1,6,22,
expanded,exact_name,tx_isp_media_pipeline_set_clk,tx_isp_media_pipeline_set_clk,77,182,2.363636,105,308,728,12,22,2,5,1,1,0,12,
expanded,exact_name,calc_adjust_modulation_u16,calc_adjust_modulation_u16,75,241,3.213333,166,300,964,12,25,0,0,1,1,0,0,
expanded,exact_name,general_frame_start,general_frame_start,75,189,2.520000,114,300,756,11,18,0,2,1,1,2,4,
expanded,exact_name,isp_sen_reg_read,isp_sen_reg_read,75,155,2.066667,80,300,620,10,16,3,3,1,1,11,10,
expanded,exact_name,calc_inv_equidistant_modulation_u16,calc_inv_equidistant_modulation_u16,73,239,3.273973,166,292,956,10,19,0,0,3,1,0,0,
expanded,exact_name,frame_channel_vb2_stop_streaming,frame_channel_vb2_stop_streaming,73,162,2.219178,89,292,648,8,13,5,6,1,1,13,14,
expanded,exact_name,matrix_yuv_initialize,matrix_yuv_initialize,72,149,2.069444,77,288,596,1,2,8,8,1,1,6,18,
expanded,exact_name,frame_channel_vb2_start_streaming,frame_channel_vb2_start_streaming,71,153,2.154930,82,284,612,7,11,5,6,1,1,14,14,
expanded,exact_name,apical_sbus_read_data_u32,apical_sbus_read_data_u32,70,190,2.714286,120,280,760,7,11,3,3,1,1,6,12,
expanded,exact_name,tx_isp_sinfo_driver_add,tx_isp_sinfo_driver_add,69,259,3.753623,190,276,1036,6,29,4,8,2,1,18,40,
expanded,exact_name,image_resize_height,image_resize_height,69,220,3.188406,151,276,880,17,38,0,0,3,1,4,4,
expanded,exact_name,cmos_fsm_process_event,cmos_fsm_process_event,69,213,3.086957,144,276,852,12,34,3,10,2,1,9,20,
expanded,exact_name,image_resize_width,image_resize_width,69,202,2.927536,133,276,808,17,35,0,0,3,1,4,0,
expanded,exact_name,ae_mode,ae_mode,69,138,2.000000,69,276,552,17,20,2,2,2,1,14,14,
expanded,exact_name,isp_io_write_sample,isp_io_write_sample,67,254,3.791045,187,268,1016,12,14,2,13,1,1,6,28,
expanded,exact_name,i2c_io_write_sample,i2c_io_write_sample,67,198,2.955224,131,268,792,9,16,3,3,1,1,7,10,
expanded,exact_name,apical_frame_buffer_configure_all,apical_frame_buffer_configure_all,67,173,2.582090,106,268,692,1,0,9,10,0,1,14,28,
expanded,exact_name,crop_fsm_process_event,crop_fsm_process_event,65,132,2.030769,67,260,528,16,19,3,6,1,1,7,12,
expanded,exact_name,frame_channel_v4l2_close,frame_channel_v4l2_close,64,130,2.031250,66,256,520,4,6,7,8,1,1,14,16,
expanded,exact_name,dis_analyze_stats,dis_analyze_stats,63,132,2.095238,69,252,528,8,11,3,3,1,1,8,10,
expanded,exact_name,tx_isp_media_pipeline_set_power,tx_isp_media_pipeline_set_power,62,162,2.612903,100,248,648,11,20,2,5,1,1,0,12,
expanded,exact_name,AWB_fsm_clear,AWB_fsm_clear,61,245,4.016393,184,244,980,0,0,4,4,1,1,2,54,
expanded,exact_name,ae_read_full_histogram_data,ae_read_full_histogram_data,61,160,2.622951,99,244,640,4,8,2,2,1,1,6,10,
expanded,exact_name,ds1_output_mode,ds1_output_mode,61,132,2.163934,71,244,528,20,24,1,1,1,1,2,2,
expanded,exact_name,fr_output_mode,fr_output_mode,61,128,2.098361,67,244,512,20,22,1,1,1,1,2,2,
expanded,exact_name,ds2_output_mode,ds2_output_mode,61,126,2.065574,65,244,504,20,22,1,1,1,1,2,2,
expanded,exact_name,sensor_read_black_pedestal,sensor_read_black_pedestal,60,129,2.150000,69,240,516,9,11,5,12,1,1,12,24,
expanded,exact_name,calc_inv_equidistant_modulation_u32,calc_inv_equidistant_modulation_u32,59,176,2.983051,117,236,704,8,11,0,0,3,1,0,0,
expanded,exact_name,cmos_long_exposure_update,cmos_long_exposure_update,59,128,2.169492,69,236,512,4,6,2,3,1,1,2,2,
expanded,exact_name,frame_channel_vb2_buffer_queue,frame_channel_vb2_buffer_queue,58,158,2.724138,100,232,640,4,8,4,5,1,1,6,8,
expanded,exact_name,dis_initialize,dis_initialize,58,126,2.172414,68,232,504,3,2,5,9,1,1,10,26,
expanded,exact_name,image_tuning_s_ctrl,image_tuning_s_ctrl,57,280,4.912281,223,228,1120,13,38,1,4,2,1,0,0,
expanded,exact_name,math_exp2,math_exp2,57,170,2.982456,113,228,680,2,7,1,0,1,1,5,6,
expanded,exact_name,AWB_fsm_process_event,AWB_fsm_process_event,57,131,2.298246,74,228,524,15,18,2,7,1,1,5,14,
expanded,exact_name,image_tuning_vidioc_default,image_tuning_vidioc_default,56,148,2.642857,92,224,592,12,19,2,4,1,1,4,4,
expanded,exact_name,compute_weight,compute_weight,56,124,2.214286,68,224,496,7,13,0,0,1,1,0,0,
expanded,exact_name,calc_modulation_u16,calc_modulation_u16,53,142,2.679245,89,212,568,7,13,0,0,4,1,0,0,
expanded,exact_name,calc_modulation_u32,calc_modulation_u32,53,126,2.377358,73,212,504,7,11,0,0,4,1,0,0,
expanded,exact_name,isp_irq_handle,isp_irq_handle,52,168,3.230769,116,208,672,5,11,1,2,1,1,0,12,
expanded,exact_name,isp_irq_thread_handle,isp_irq_thread_handle,51,186,3.647059,135,204,744,7,21,1,3,1,1,0,20,
expanded,exact_name,tx_isp_enable_irq,tx_isp_enable_irq,51,125,2.450980,74,204,508,3,4,3,5,1,1,11,14,
expanded,exact_name,image_crop_xoffset,image_crop_xoffset,51,124,2.431373,73,204,496,15,16,0,0,3,1,0,0,
expanded,exact_name,image_crop_yoffset,image_crop_yoffset,51,112,2.196078,61,204,448,15,16,0,0,3,1,0,0,
expanded,exact_name,cmos_set_exposure_target,cmos_set_exposure_target,50,112,2.240000,62,200,448,5,7,2,2,1,1,4,4,
expanded,exact_name,selftest_isp_interface,selftest_isp_interface,50,109,2.180000,59,200,436,1,3,6,6,1,1,4,12,
expanded,exact_name,sensor_fsm_process_state,sensor_fsm_process_state,49,121,2.469388,72,196,484,10,26,1,1,1,1,4,2,
expanded,exact_name,apical_sbus_read_u8,apical_sbus_read_u8,49,114,2.326531,65,196,456,9,10,1,1,1,1,0,0,
expanded,exact_name,cmos_alloc_integration_time,cmos_alloc_integration_time,48,114,2.375000,66,192,456,4,8,1,2,1,1,5,20,
expanded,exact_name,cmos_fsm_process_state,cmos_fsm_process_state,48,98,2.041667,50,192,392,7,21,2,2,1,1,6,4,
expanded,exact_name,math_log2,math_log2,48,98,2.041667,50,192,392,7,8,1,1,1,1,2,2,
expanded,exact_name,log2_int_to_fixed,log2_int_to_fixed,48,96,2.000000,48,192,384,7,8,1,1,1,1,2,2,
expanded,exact_name,isp_core_config_top_ctl_register,isp_core_config_top_ctl_register,47,842,17.914894,795,188,3368,5,119,3,4,0,1,4,8,
expanded,replacement,isp_csi_ops_ioctl,"isp_csi_ops_ioctl,isp_csi_ops_private_ioctl",47,145,3.085106,98,188,580,10,22,1,6,2,2,8,12,
expanded,exact_name,AWB_fsm_process_state,AWB_fsm_process_state,47,116,2.468085,69,188,464,10,26,1,1,1,1,4,2,
expanded,exact_name,tx_isp_sinfo_driver_del,tx_isp_sinfo_driver_del,46,125,2.717391,79,184,500,5,9,2,8,0,1,13,34,
expanded,exact_name,noise_reduction_fsm_process_event,noise_reduction_fsm_process_event,46,102,2.217391,56,184,408,10,6,3,3,1,1,7,10,
expanded,exact_name,apical_sbus_write_u8,apical_sbus_write_u8,45,134,2.977778,89,180,536,10,13,0,2,1,1,0,4,
expanded,exact_name,init_stab,init_stab,45,120,2.666667,75,180,480,0,0,0,0,1,1,3,74,
expanded,exact_name,color_matrix_fsm_process_event,color_matrix_fsm_process_event,45,95,2.111111,50,180,380,10,12,2,5,1,1,5,10,
expanded,exact_name,flash_fsm_process_event,flash_fsm_process_event,44,89,2.022727,45,176,356,10,12,2,4,1,1,5,8,
expanded,exact_name,matrix_yuv_fsm_process_event,matrix_yuv_fsm_process_event,44,89,2.022727,45,176,356,10,12,2,4,1,1,5,8,
expanded,exact_name,iridix_fsm_process_event,iridix_fsm_process_event,43,87,2.023256,44,172,348,9,11,2,4,1,1,5,8,
expanded,exact_name,calc_equidistant_modulation_u32,calc_equidistant_modulation_u32,42,96,2.285714,54,168,384,4,8,0,0,3,1,0,0,
expanded,replacement,isp_enable_dma_transfer.isra.0,isp_enable_dma_transfer,41,89,2.170732,48,164,356,7,6,2,4,0,1,2,8,
expanded,replacement,frame_buffer_manager_cleanup,"frame_buffer_manager_cleanup,frame_buffer_mmap_deinit",39,100,2.564103,61,156,408,7,9,2,3,1,2,4,6,
expanded,exact_name,matrix_matrix_multiply,matrix_matrix_multiply,39,85,2.179487,46,156,340,5,6,0,0,1,1,0,0,
expanded,exact_name,apical_isp_raise_event,apical_isp_raise_event,38,141,3.710526,103,152,564,4,11,3,7,1,1,10,28,
expanded,exact_name,cmos_fsm_clear,cmos_fsm_clear,38,121,3.184211,83,152,484,0,0,1,1,1,1,2,4,
expanded,exact_name,get_gmv_gauss_init,get_gmv_gauss_init,38,104,2.736842,66,152,416,11,12,0,0,2,1,8,8,
expanded,exact_name,image_tuning_g_volatile_ctrl,image_tuning_g_volatile_ctrl,38,84,2.210526,46,152,336,8,11,1,1,2,1,0,0,
expanded,exact_name,tx_isp_media_pipeline_reset,tx_isp_media_pipeline_reset,38,80,2.105263,42,152,320,8,12,1,1,2,1,0,0,
expanded,exact_name,histogram_lum,histogram_lum,37,87,2.351351,50,148,348,3,4,2,2,1,1,6,6,
expanded,replacement,mipi_csih_dphy_write.part.0.constprop.0,mipi_csih_dphy_write,36,86,2.388889,50,144,344,1,3,3,9,0,1,2,18,
expanded,exact_name,cmos_store_frame_exposure_set,cmos_store_frame_exposure_set,35,84,2.400000,49,140,336,0,0,1,1,1,1,2,2,
expanded,exact_name,isp_vic_interrupt_service_routine,isp_vic_interrupt_service_routine,35,78,2.228571,43,140,312,2,2,1,1,1,1,4,4,
expanded,exact_name,get_quantised_integration_time,get_quantised_integration_time,35,72,2.057143,37,140,288,3,7,1,1,1,1,2,2,
expanded,exact_name,tx_isp_sinfo_sensor_unbind,tx_isp_sinfo_sensor_unbind,34,127,3.735294,93,136,508,5,9,1,6,1,1,9,34,
expanded,exact_name,wdr_mode,wdr_mode,34,95,2.794118,61,136,380,10,12,0,0,2,1,0,0,
expanded,exact_name,isp_fops_read,isp_fops_read,33,72,2.181818,39,132,288,1,6,3,4,1,1,11,14,
expanded,exact_name,isp_fops_write,isp_fops_write,33,72,2.181818,39,132,288,1,6,3,4,1,1,11,14,
expanded,exact_name,tx_isp_sinfo_exit,tx_isp_sinfo_exit,33,71,2.151515,38,132,284,1,2,4,7,1,1,18,36,
expanded,exact_name,tx_isp_sinfo_init,tx_isp_sinfo_init,32,408,12.750000,376,128,1632,2,48,3,8,1,1,16,50,
expanded,exact_name,_GET_HDR_TABLE_INDEX,_GET_HDR_TABLE_INDEX,32,145,4.531250,113,128,580,9,33,0,0,2,1,0,0,
expanded,exact_name,tx_isp_media_pipeline_prepare,tx_isp_media_pipeline_prepare,32,67,2.093750,35,128,268,4,7,3,5,1,1,4,14,
expanded,exact_name,ae_exposure_correction,ae_exposure_correction,31,79,2.548387,48,124,316,0,0,2,2,1,1,4,4,
expanded,exact_name,frame_buffer_manager_create,frame_buffer_manager_create,30,76,2.533333,46,120,304,2,4,2,4,1,1,10,12,
expanded,exact_name,get_common_estimations,get_common_estimations,30,76,2.533333,46,120,304,5,9,0,0,2,1,0,0,
expanded,exact_name,general_initialize,general_initialize,30,61,2.033333,31,120,244,1,0,2,5,0,1,6,14,
expanded,exact_name,dis_mode,dis_mode,29,75,2.586207,46,116,300,7,9,0,0,2,1,0,0,
expanded,exact_name,init_isp_set,init_isp_set,29,59,2.034483,30,116,236,4,4,2,3,2,1,10,12,
expanded,exact_name,APICAL_WRITE_32,APICAL_WRITE_32,28,73,2.607143,45,112,292,4,7,0,2,1,1,4,10,
expanded,exact_name,awb_blue_gain,awb_blue_gain,28,66,2.357143,38,112,264,7,8,0,0,1,1,4,8,
expanded,exact_name,awb_red_gain,awb_red_gain,28,63,2.250000,35,112,252,7,9,0,0,1,1,4,8,
expanded,exact_name,_process_fps_cnt,_process_fps_cnt,27,77,2.851852,50,108,308,2,4,1,1,1,1,2,2,
expanded,exact_name,matrix_vector_multiply,matrix_vector_multiply,27,66,2.444444,39,108,264,4,4,0,0,1,1,0,0,
expanded,exact_name,isp_fw_process,isp_fw_process,27,60,2.222222,33,108,240,2,7,3,6,1,1,6,14,
expanded,exact_name,tx_isp_video_in_subdev_open,tx_isp_video_in_subdev_open,26,90,3.461538,64,104,360,2,5,1,4,1,1,0,12,
expanded,exact_name,brightness_strength,brightness_strength,26,56,2.153846,30,104,224,4,6,1,1,3,1,2,2,
expanded,exact_name,saturation_strength,saturation_strength,26,56,2.153846,30,104,224,4,6,1,1,3,1,2,2,
expanded,exact_name,APICAL_WRITE_16,APICAL_WRITE_16,26,55,2.115385,29,104,220,3,3,0,1,1,1,4,6,
expanded,exact_name,contrast_strength,contrast_strength,26,53,2.038462,27,104,212,4,5,1,1,3,1,2,2,
expanded,exact_name,ae_split_preset,ae_split_preset,26,52,2.000000,26,104,208,5,6,1,1,1,1,3,2,
expanded,exact_name,sharpening_fsm_clear,sharpening_fsm_clear,25,105,4.200000,80,100,420,0,0,0,0,1,1,0,0,
expanded,exact_name,af_roi,af_roi,25,97,3.880000,72,100,388,3,7,0,0,3,1,0,0,
expanded,exact_name,apical_fw_process,apical_fw_process,25,82,3.280000,57,100,328,3,5,1,3,0,1,6,18,
expanded,exact_name,dis_clip_gmv_vector,dis_clip_gmv_vector,25,67,2.680000,42,100,268,5,5,0,0,1,1,0,0,
expanded,exact_name,load_isp_sequence,load_isp_sequence,25,64,2.560000,39,100,256,1,2,3,5,1,1,6,14,
expanded,exact_name,register_size,register_size,25,58,2.320000,33,100,232,5,7,0,0,2,1,0,0,
expanded,exact_name,sharpening_strength,sharpening_strength,24,74,3.083333,50,96,296,4,8,0,0,3,1,0,0,
expanded,exact_name,mem_read_u32,mem_read_u32,24,67,2.791667,43,96,268,5,6,0,0,2,1,0,0,
expanded,exact_name,au_read_histogram,au_read_histogram,24,61,2.541667,37,96,244,1,2,0,0,1,1,0,0,
expanded,exact_name,system_timer_timestamp,system_timer_timestamp,24,61,2.541667,37,96,244,2,2,2,2,1,1,4,4,
expanded,exact_name,div_fixed,div_fixed,24,54,2.250000,30,96,216,1,2,2,1,2,1,4,2,
expanded,exact_name,flash_mode,flash_mode,24,52,2.166667,28,96,208,3,4,1,1,2,1,2,2,
expanded,exact_name,log16,log16,23,54,2.347826,31,92,216,2,2,0,0,1,1,0,0,
expanded,exact_name,luts_fetch,luts_fetch,23,52,2.260870,29,92,208,5,4,0,0,1,5,0,0,
expanded,exact_name,cmos_get_fps,cmos_get_fps,22,54,2.454545,32,88,216,1,2,2,2,1,1,4,4,
expanded,exact_name,color_matrix_fsm_switch_state,color_matrix_fsm_switch_state,22,54,2.454545,32,88,216,7,8,0,3,1,1,6,6,
expanded,exact_name,cmos_alloc_sensor_digital_gain,cmos_alloc_sensor_digital_gain,22,50,2.272727,28,88,200,2,5,1,1,2,1,2,2,
expanded,exact_name,frame_channel_vb2_get_userptr,frame_channel_vb2_get_userptr,22,45,2.045455,23,88,180,2,2,1,1,1,1,4,2,
expanded,exact_name,isp_core_ops_s_ctrl,isp_core_ops_s_ctrl,22,45,2.045455,23,88,180,2,2,1,2,1,1,8,8,
expanded,exact_name,AE_fsm_process_interrupt,AE_fsm_process_interrupt,21,712,33.904762,691,84,2848,2,52,1,26,1,1,4,172,
expanded,exact_name,AWB_fsm_process_interrupt,AWB_fsm_process_interrupt,21,49,2.333333,28,84,196,2,4,1,4,1,1,4,10,
expanded,exact_name,mem_write_u32,mem_write_u32,20,89,4.450000,69,80,356,3,6,0,0,3,1,0,0,
expanded,exact_name,APICAL_WRITE_8,APICAL_WRITE_8,20,43,2.150000,23,80,172,3,3,0,1,1,1,4,4,
expanded,exact_name,tx_isp_video_in_g_register,tx_isp_video_in_g_register,20,42,2.100000,22,80,168,3,4,1,1,2,1,0,0,
expanded,exact_name,tx_isp_video_in_s_register,tx_isp_video_in_s_register,20,42,2.100000,22,80,168,3,4,1,1,2,1,0,0,
expanded,exact_name,APICAL_READ_8,APICAL_READ_8,20,40,2.000000,20,80,160,3,4,0,1,1,1,4,4,
expanded,exact_name,init_module,init_module,19,49,2.578947,30,76,196,1,5,2,6,1,1,6,12,
expanded,replacement,tx_isp_init,init_module,19,49,2.578947,30,76,196,1,5,2,6,1,1,6,12,
expanded,exact_name,validate_borders,validate_borders,19,47,2.473684,28,76,188,4,7,0,0,2,1,0,0,
expanded,exact_name,flash_time,flash_time,19,39,2.052632,20,76,156,2,4,1,1,2,1,2,2,
expanded,exact_name,log2_fixed_to_fixed,log2_fixed_to_fixed,18,154,8.555556,136,72,616,0,14,1,0,1,1,2,0,
expanded,exact_name,gain_log2,gain_log2,18,64,3.555556,46,72,256,2,4,0,0,1,1,0,0,
expanded,exact_name,ae_compensation,ae_compensation,18,46,2.555556,28,72,184,4,6,0,0,1,1,4,4,
expanded,exact_name,antiflicker_mode,antiflicker_mode,18,46,2.555556,28,72,184,4,5,0,0,1,1,4,4,
expanded,exact_name,sensor_alloc_integration_time,sensor_alloc_integration_time,18,41,2.277778,23,72,164,2,2,0,0,1,1,2,2,
expanded,exact_name,dis_get_default_settings,dis_get_default_settings,18,40,2.222222,22,72,160,1,1,0,0,2,2,0,0,
expanded,exact_name,sensor_fps_control,sensor_fps_control,17,45,2.647059,28,68,180,0,0,0,0,1,1,2,4,
expanded,exact_name,is_yuv_format,is_yuv_format,17,41,2.411765,24,68,164,4,6,0,0,2,1,0,0,
